Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
IAF,Aberdeen Australia Equity Fund Inc,6.08,138273342.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iaf
CH,"Aberdeen Chile Fund, Inc.",8.75,81879787.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ch
ABE           ,Aberdeen Emerging Markets Smaller Company Opportunities Fund I,14.73,139711295.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abe
FCO,"Aberdeen Global Income Fund, Inc.",8.47,73898962.83,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/fco
GCH,"Aberdeen Greater China Fund, Inc.",12.99,114530154.06,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/gch
ACP,Aberdeen Income Credit Strategies Fund,13.81,180552934.32,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/acp
IF,"Aberdeen Indonesia Fund, Inc.",7.18,66466731.9,n/a,1990,n/a,n/a,https://www.nasdaq.com/symbol/if
ISL,"Aberdeen Israel Fund, Inc.",19.78,78041357.04,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/isl
JEQ,"Aberdeen Japan Equity Fund, Inc. ",8.83,118125020.36,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/jeq
SGF,"Aberdeen Singapore Fund, Inc.",12.9,95704429.2,n/a,1990,n/a,n/a,https://www.nasdaq.com/symbol/sgf
ABIL,Ability Inc.,3.65,9400991.1,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/abil
ABMD,"ABIOMED, Inc.",283.99,12574459521.75,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd
ABLX,Ablynx NV,54.08,943308300.48,17442831,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ablx
ABM,ABM Industries Incorporated,32.46,2132622064.92,n/a,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/abm
AXAS,Abraxas Petroleum Corporation,2.24,371594390.72,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas
ACIU,AC Immune SA,11.36,651554935.68,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aciu
ACIA,"Acacia Communications, Inc.",41.06,1636794940.46,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/acia
ACTG,Acacia Research Corporation,3.45,174700692.9,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg
ACHC,"Acadia Healthcare Company, Inc.",39.16,3444159789.4,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc
ACAD,ACADIA Pharmaceuticals Inc.,22.57,2814522876.08,n/a,1985,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad
AKR,Acadia Realty Trust,23.86,1997919151.96,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr
ACST,"Acasti Pharma, Inc.",1.0049,25730072.589,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst
AXDX,"Accelerate Diagnostics, Inc.",23.3,1299356164.7,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx
XLRN,Acceleron Pharma Inc.,39.39,1789056812.79,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn
ACN,Accenture plc,147.35,99169174598.2,n/a,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn
ANCX,Access National Corporation,27.38,562225382.94,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ancx
ACCO,Acco Brands Corporation,12.1,1287518383.8,n/a,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/acco
ARAY,Accuray Incorporated,4.95,422207898.75,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray
ACRX,"AcelRx Pharmaceuticals, Inc.",2.075,105615744.55,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx
ACER,Acer Therapeutics Inc.,19,142451227,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer
ACERW,Acer Therapeutics Inc.,0.004,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acerw
ACET,Aceto Corporation,7.19,221182734.5,n/a,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/acet
AKAO,"Achaogen, Inc.",12.88,576062752.72,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao
ACHV,"Achieve Life Sciences, Inc. ",1.3,16572311.6,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv
ACHN,"Achillion Pharmaceuticals, Inc.",3.83,528135885.21,n/a,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn
ACIW,"ACI Worldwide, Inc.",24.13,2796786419.37,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw
ACRS,"Aclaris Therapeutics, Inc.",17.66,545720348.72,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs
ACMR,"ACM Research, Inc.",12.91,198107616.44,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr
ACU,Acme United Corporation.,20.2,68156032.2,n/a,1988,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acu
ACNB,ACNB Corporation,28.6,200876618.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb
ACOR,"Acorda Therapeutics, Inc.",22.85,1071979575.95,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor
ATV,"Acorn International, Inc.",19.0272,51017669.4144,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/atv
ATNM,"Actinium Pharmaceuticals, Inc.",0.3754,41368576.964,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnm
SQZZ,Active Alts Contrarian ETF,25.3,632550.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqzz
ATVI,"Activision Blizzard, Inc",68.04,51617298350.52,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi
ATU,Actuant Corporation,22.4,1344168470.4,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu
AYI,Acuity Brands Inc,132.4,5581757331.2,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,23.14,1729588563.04,n/a,2016,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/golf
ACXM,Acxiom Corporation,30.2,2375766231.2,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/acxm
ADMS,"Adamas Pharmaceuticals, Inc.",23.82,638548004.22,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms
ADMP,Adamis Pharmaceuticals Corporation,3.5,116862935,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp
ADX,"Adams Diversified Equity Fund, Inc.",14.51,1434068193.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",18.05,515346434.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peo
AE,"Adams Resources & Energy, Inc.",42.5,179247830,n/a,n/a,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ae
ADAP,Adaptimmune Therapeutics plc,11.5,746287854,64894596,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap
ADUS,Addus HomeCare Corporation,45.45,528623859.6,n/a,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus
AEY,"ADDvantage Technologies Group, Inc.",1.34,13702833.3,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey
AGRO,Adecoagro S.A.,7.6,930101794,n/a,2011,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/agro
IOTS,Adesto Technologies Corporation,7.25,155104883.25,n/a,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots
ADNT,Adient plc,57.58,5375205684.06,n/a,2016,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt
ADMA,ADMA Biologics Inc,5.15,233380793.85,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma
ADBE,Adobe Systems Incorporated,215.02,106076566374.74,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe
ADOM,"ADOMANI, Inc.",1.17,83932988.49,n/a,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom
ADT,ADT Inc.,8.1,6067966389.3,n/a,2018,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/adt
ATGE,Adtalem Global Education Inc.,46.75,2817949750,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge
ADTN,"ADTRAN, Inc.",15.65,757836992.85,n/a,1994,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn
ADRO,"Aduro Biotech, Inc.",8.7,704756428.2,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro
AAP,Advance Auto Parts Inc,110.84,8199734820.8,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/aap
ADSW,"Advanced Disposal Services, Inc.",21.94,1942404827.14,n/a,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw
WMS,"Advanced Drainage Systems, Inc.",25.15,1414979441.2,n/a,2014,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/wms
ADES,"Advanced Emissions Solutions, Inc.",10.95,227244682.05,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades
AEIS,"Advanced Energy Industries, Inc.",63.72,2529435810.6,n/a,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis
AMD,"Advanced Micro Devices, Inc.",10.63,10301870374.94,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd
ASX,"Advanced Semiconductor Engineering, Inc.",7.12,12063307291.84,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx
ASIX,AdvanSix Inc.,34.07,1038554651.62,n/a,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/asix
AAV,Advantage Oil & Gas Ltd,3.2,595082195.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/aav
ADXS,"Advaxis, Inc.",1.9,99396313.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs
ADXSW,"Advaxis, Inc.",0.33,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxsw
AVK,Advent Claymore Convertible Securities and Income Fund,15.05,301658362.25,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/avk
AGC,Advent Claymore Convertible Securities and Income Fund II,5.52,151067738.88,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/agc
LCM,Advent/Claymore Enhanced Growth & Income Fund,7.9099,72629026.1059,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/lcm
ADVM,"Adverum Biotechnologies, Inc.",6.4,397908979.2,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm
ACT,AdvisorShares Vice ETF,24.3702,14622120,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/act
ACM,AECOM,34.49,5489742983.29,n/a,2007,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/acm
ANW,Aegean Marine Petroleum Network Inc.,2.15,87376907.3,n/a,2006,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/anw
AEGN,Aegion Corp,21.95,715425722.65,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn
AGLE,"Aeglea BioTherapeutics, Inc.",10.37,173348404.32,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle
AEB,Aegon NV,24.5809,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeb
AED,Aegon NV,26.29,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aed
AEG,Aegon NV,6.56,13480449518.88,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeg
AEH,Aegon NV,26.05,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeh
AEK,Aegon NV,26.76,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aek
AEHR,Aehr Test Systems,2.49,54287072.13,n/a,1997,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr
AMTX,"Aemetis, Inc",1.95,38654775.9,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx
AER,Aercap Holdings N.V.,49.55,7580758604.55,n/a,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aer
AERI,"Aerie Pharmaceuticals, Inc.",53.05,2095098345,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri
ACY,AeroCentury Corp.,17.2,24367222.8,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/acy
HIVE,"Aerohive Networks, Inc.",4.11,222682163.25,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/hive
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",27.4,2057740000,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd
AVAV,"AeroVironment, Inc.",45.05,1076964669.3,n/a,2007,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav
AEZS,AEterna Zentaris Inc.,1.6,26305216,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs
AEMD,"Aethlon Medical, Inc.",1.17,19539834.21,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd
AET,Aetna Inc.,168.11,54962307877.75,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/aet
GNMX,"Aevi Genomic Medicine, Inc.",2.11,125201629.15,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx
AMG,"Affiliated Managers Group, Inc.",180.92,9859454313.2,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg
AFMD,Affimed N.V.,2.05,127899639.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/afmd
AFL,Aflac Incorporated,43.35,67571029252.2,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/afl
MITT,"AG Mortgage Investment Trust, Inc.",17.23,485811445.79,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",25.62,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",25.03,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^b
AGCO,AGCO Corporation,62.22,4953638829.12,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/agco
AGEN,Agenus Inc.,5.02,514835120.94,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen
AGRX,"Agile Therapeutics, Inc.",2.87,98292529.16,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx
A,"Agilent Technologies, Inc.",66.06,21302802808.74,n/a,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/a
AGYS,"Agilysys, Inc.",11.63,271132004.28,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/agys
AGIO,"Agios Pharmaceuticals, Inc.",81.55,4674995728.55,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio
AGNC,AGNC Investment Corp.,18.7,7317624908,n/a,2008,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc
AGNCB,AGNC Investment Corp.,26.175,9068330922.525,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb
AGNCN,AGNC Investment Corp.,25.72,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn
AEM,Agnico Eagle Mines Limited,41.84,9755125871.36,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,46.5,1601580760.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc
AGFS,"AgroFresh Solutions, Inc.",7.29,371083212.63,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfs
AGFSW,"AgroFresh Solutions, Inc.",0.55,0,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw
ALRN,"Aileron Therapeutics, Inc.",8.6,126581568.2,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn
AIMT,"Aimmune Therapeutics, Inc.",30.29,1752294552.84,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt
AIRI,Air Industries Group,1.67,41516569.07,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/airi
AL,Air Lease Corporation,41.65,4315840847.85,n/a,2011,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al
APD,"Air Products and Chemicals, Inc.",158.04,34601167446.12,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd
AIRT,"Air T, Inc.",26.45,54031769.05,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt
ATSG,"Air Transport Services Group, Inc",23.25,1373314167,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg
AYR,Aircastle Limited,19.78,1556229418.26,n/a,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/ayr
AIRG,"Airgain, Inc.",8.37,80699530.77,n/a,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg
AMCN,AirMedia Group Inc,1.02,46081303.98,45177749,2007,Technology,Advertising,https://www.nasdaq.com/symbol/amcn
AKS,AK Steel Holding Corporation,4.4,1387247822.4,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/aks
AKAM,"Akamai Technologies, Inc.",70.19,11934516951.15,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam
AKTX,Akari Therapeutics Plc,1.88,28591748.76,15208377,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx
AKCA,"Akcea Therapeutics, Inc.",32,2132181984,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca
AKBA,"Akebia Therapeutics, Inc.",10.49,507151333.79,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
AKER,Akers Biosciences Inc,0.797,25042179.944,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker
AKRX,"Akorn, Inc.",18.38,2302245293.26,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx
AKTS,"Akoustis Technologies, Inc.",6.64,148209448,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts
ALP^Q,Alabama Power Company,25.29,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alp^q
ALG,"Alamo Group, Inc.",109.6,1276722180,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,5.4,2101422808.8,n/a,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/agi
ALRM,"Alarm.com Holdings, Inc.",37.77,1782963708.09,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm
ALK,"Alaska Air Group, Inc.",61.88,7634383120,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk
ALSK,"Alaska Communications Systems Group, Inc.",2.04,107152356.6,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk
AIN,Albany International Corporation,62.55,2014110000,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,93.24,10315928984.76,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb
ALBO,"Albireo Pharma, Inc.",33.35,372351115.85,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo
ABDC,Alcentra Capital Corp.,7.14,101431975.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abdc
AA,Alcoa Corporation,44.71,8324936231.59,n/a,2016,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/aa
ALDR,"Alder BioPharmaceuticals, Inc.",11.25,763254225,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
ALDX,"Aldeyra Therapeutics, Inc.",8,152941408,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx
ALEX,"Alexander & Baldwin, Inc.",22.81,1639795776.97,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",372.62,1903078399.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",118.6,12006928440.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/are
ARE^D,"Alexandria Real Estate Equities, Inc.",35.81,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/are^d
AXU,Alexco Resource Corp,1.42,144332707.84,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/axu
ALXN,"Alexion Pharmaceuticals, Inc.",110.79,24560086405.23,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn
AQN,Algonquin Power & Utilities Corp.,10.01,4334039900.19,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqn
BABA,Alibaba Group Holding Limited,181.2,464929197991.2,n/a,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba
