Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
GBCI,+ACI-Glacier Bancorp, Inc.+ACI-,37.04,3130120537.76,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gbci
GLBZ,Glen Burnie Bancorp,12.024,33681015.576,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/glbz
CO,Global Cord Blood Corporation,10.8,1226067213.6,n/a,n/a,Finance,Business Services,https://www.nasdaq.com/symbol/co
GBLI,Global Indemnity Limited,34.2,484959522.6,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/gbli
GBLIL,Global Indemnity Limited,25.831,0,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/gblil
GBLIZ,Global Indemnity Limited,25.62,0,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/gbliz
GS,+ACI-Goldman Sachs Group, Inc. (The)+ACI-,245.26,93171095185.14,n/a,1999,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gs
GPAQ,Gordon Pointe Acquisition Corp.,9.77,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/gpaq
GPAQU,Gordon Pointe Acquisition Corp.,10.34,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/gpaqu
GPAQW,Gordon Pointe Acquisition Corp.,0.58,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/gpaqw
GSHT,+ACI-Gores Holdings II, Inc.+ACI-,10.02,501000000,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/gsht
GSHTU,+ACI-Gores Holdings II, Inc.+ACI-,10.65,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/gshtu
GSHTW,+ACI-Gores Holdings II, Inc.+ACI-,1.75,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/gshtw
GOV,Government Properties Income Trust,13.02,1290871858.08,n/a,2009,Finance,Real Estate,https://www.nasdaq.com/symbol/gov
GOVNI,Government Properties Income Trust,25.51,0,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/govni
GSBC,+ACI-Great Southern Bancorp, Inc.+ACI-,49.6,699847915.2,n/a,1989,Finance,Major Banks,https://www.nasdaq.com/symbol/gsbc
GWB,+ACI-Great Western Bancorp, Inc.+ACI-,39.19,2308141646.91,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/gwb
GNBC,+ACI-Green Bancorp, Inc.+ACI-,21.65,805161356.65,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/gnbc
GDOT,Green Dot Corporation,65.1,3338567437.8,n/a,2010,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gdot
GCBC,+ACI-Greene County Bancorp, Inc.+ACI-,36.75,312875314.5,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/gcbc
GHL,+ACI-Greenhill +ACY- Co., Inc.+ACI-,17.8,485995180,n/a,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ghl
GLRE,+ACI-Greenlight Reinsurance, Ltd.+ACI-,15.4,575301896.4,n/a,2007,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/glre
GRIF,+ACI-Griffin Industrial Realty, Inc.+ACI-,36.8,184037020.8,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/grif
AVAL,Grupo Aval Acciones y Valores S.A.,8.38,9335746181.66,n/a,2014,Finance,Commercial Banks,https://www.nasdaq.com/symbol/aval
GGAL,Grupo Financiero Galicia S.A.,63.4,4028700631.6,63544174,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ggal
SUPV,Grupo Supervielle S.A.,30.04,2185575910.92,n/a,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/supv
GTYH,+ACI-GTY Technology Holdings, Inc.+ACI-,9.92,155787459.52,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/gtyh
GTYHU,+ACI-GTY Technology Holdings, Inc.+ACI-,10.3699,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/gtyhu
GTYHW,+ACI-GTY Technology Holdings, Inc.+ACI-,1.188,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/gtyhw
GBNK,Guaranty Bancorp,27.8,814695735.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gbnk
GNTY,+ACI-Guaranty Bancshares, Inc.+ACI-,32.59,360411376.04,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/gnty
GFED,+ACI-Guaranty Federal Bancshares, Inc.+ACI-,23.2,102585180,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gfed
GWGH,+ACI-GWG Holdings, Inc+ACI-,8.75,50868606.25,n/a,2014,Finance,Life Insurance,https://www.nasdaq.com/symbol/gwgh
HALL,+ACI-Hallmark Financial Services, Inc.+ACI-,9.03,164066322.84,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/hall
HBK,+ACI-Hamilton Bancorp, Inc.+ACI-,14.7,50142802.5,n/a,2012,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hbk
HLNE,Hamilton Lane Incorporated,36.78,1736644643.76,n/a,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/hlne
HBHC,Hancock Holding Company,50.4,4296756895.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbhc
HBHCL,Hancock Holding Company,25.21,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbhcl
HAFC,Hanmi Financial Corporation,29.7,963858050.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hafc
HONE,+ACI-HarborOne Bancorp, Inc.+ACI-,17.48,570244708.6,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/hone
HGH,+ACI-Hartford Financial Services Group, Inc. (The)+ACI-,29.64,0,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/hgh
HIG,+ACI-Hartford Financial Services Group, Inc. (The)+ACI-,50.29,17952593952.23,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/hig
HWBK,+ACI-Hawthorn Bancshares, Inc.+ACI-,20.4,118279383.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hwbk
HYAC,Haymaker Acquisition Corp.,9.59,395587500,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/hyac
HYACU,Haymaker Acquisition Corp.,9.98,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/hyacu
HYACW,Haymaker Acquisition Corp.,0.8,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/hyacw
HCI,+ACI-HCI Group, Inc.+ACI-,38.09,360272055.78,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/hci
HDB,HDFC Bank Limited,96.01,82696505002.05,n/a,2001,Finance,Commercial Banks,https://www.nasdaq.com/symbol/hdb
HIIQ,+ACI-Health Insurance Innovations, Inc.+ACI-,29.3,485601352.5,n/a,2013,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/hiiq
HTLF,+ACI-Heartland Financial USA, Inc.+ACI-,51.6,1602395997.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/htlf
HNNA,+ACI-Hennessy Advisors, Inc.+ACI-,18.4,143624843.2,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/hnna
HCAC,Hennessy Capital Acquisition Corp. III,10,320812500,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/hcac
HTBK,Heritage Commerce Corp,16.18,619141760.42,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/htbk
HFWA,Heritage Financial Corporation,29.3,996593000.9,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hfwa
HRTG,+ACI-Heritage Insurance Holdings, Inc.+ACI-,15.71,417257662.84,n/a,2014,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/hrtg
HX,Hexindai Inc.,11.26,56716057,5036950,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/hx
HTH,Hilltop Holdings Inc.,23.15,2222118496,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hth
HMNF,+ACI-HMN Financial, Inc.+ACI-,19.25,86706504.5,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hmnf
HBCP,+ACI-Home Bancorp, Inc.+ACI-,40.78,383212800.06,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hbcp
HOMB,+ACI-Home BancShares, Inc.+ACI-,22.34,3882021576.6,n/a,2006,Finance,Major Banks,https://www.nasdaq.com/symbol/homb
HFBL,+ACI-Home Federal Bancorp, Inc. of Louisiana+ACI-,30,57341430,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hfbl
HMST,+ACI-HomeStreet, Inc.+ACI-,28,754362924,n/a,2012,Finance,Major Banks,https://www.nasdaq.com/symbol/hmst
HMTA,HomeTown Bankshares Corporation,11.95,69025291.25,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hmta
HTBI,+ACI-HomeTrust Bancshares, Inc.+ACI-,26.05,494563808.75,n/a,2012,Finance,Savings Institutions,https://www.nasdaq.com/symbol/htbi
HOPE,+ACI-Hope Bancorp, Inc.+ACI-,17.6,2385221942.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hope
HFBC,+ACI-HopFed Bancorp, Inc.+ACI-,14.86,98610142.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hfbc
HMN,Horace Mann Educators Corporation,41.5,1692380250.5,n/a,1991,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/hmn
HBNC,Horizon Bancorp (IN),29.19,746120306.61,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbnc
HLI,+ACI-Houlihan Lokey, Inc.+ACI-,43.88,2887811954.88,n/a,2015,Finance,Investment Managers,https://www.nasdaq.com/symbol/hli
HBMD,+ACI-Howard Bancorp, Inc.+ACI-,19.15,363157191.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbmd
HSBC,HSBC Holdings plc,47.3,189699326848.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsbc
HSEA,HSBC Holdings plc,26.71,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsea
HSEB,HSBC Holdings plc,26.14,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hseb
HPP,+ACI-Hudson Pacific Properties, Inc.+ACI-,31.47,4930689766.44,n/a,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/hpp
HBAN,Huntington Bancshares Incorporated,14.7,15779593004.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hban
HBANN,Huntington Bancshares Incorporated,25.9218,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbann
HBANO,Huntington Bancshares Incorporated,27.21,21677909785.17,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbano
HVBC,+ACI-HV Bancorp, Inc.+ACI-,14.5499,31749700.5375,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/hvbc
IAM,I+AC0-AM Capital Acquisition Company,9.94,67726190,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/iam
IAMXR,I+AC0-AM Capital Acquisition Company,0.3518,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/iamxr
IAMXW,I+AC0-AM Capital Acquisition Company,0.4,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/iamxw
IBKC,IBERIABANK Corporation,77,4151243558,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkc
IBKCO,IBERIABANK Corporation,27,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,27.185,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkcp
ICCH,+ACI-ICC Holdings, Inc.+ACI-,15.42,48910358.76,n/a,2017,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/icch
IBN,ICICI Bank Limited,8.55,27455383056.15,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ibn
IROQ,+ACI-IF Bancorp, Inc.+ACI-,20,78808160,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/iroq
ILG,+ACI-ILG, Inc+ACI-,31.66,3932264827.12,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/ilg
IHC,Independence Holding Company,34.3,507758952.4,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/ihc
INDB,Independent Bank Corp.,69.4,1908900160.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,22.6,483039201.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibcp
IBTX,+ACI-Independent Bank Group, Inc+ACI-,68.2,1933180491,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/ibtx
INDU,Industrea Acquisition Corp.,9.77,280887500,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/indu
INDUU,Industrea Acquisition Corp.,10.27,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induu
INDUW,Industrea Acquisition Corp.,0.6,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induw
IPCC,Infinity Property and Casualty Corporation,116.5,1273975498,n/a,2003,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/ipcc
ING,+ACI-ING Group, N.V.+ACI-,16.45,63924188651.75,n/a,1997,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ing
ISF,+ACI-ING Group, N.V.+ACI-,25.7,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isf
ISG,+ACI-ING Group, N.V.+ACI-,26.02,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isg
IIPR,+ACI-Innovative Industrial Properties, Inc.+ACI-,26.02,91735175.28,n/a,2016,Finance,Real Estate,https://www.nasdaq.com/symbol/iipr
IBKR,+ACI-Interactive Brokers Group, Inc.+ACI-,66.21,27259007846.79,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ibkr
ICE,Intercontinental Exchange Inc.,70.32,40946935668.24,n/a,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ice
IBOC,International Bancshares Corporation,38.4,2538135206.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/iboc
INTL,INTL FCStone Inc.,42.25,796180209.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/intl
IVZ,Invesco Plc,30.72,12507575685.12,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ivz
ISTR,Investar Holding Corporation,25.1,238806244.3,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/istr
ITG,+ACI-Investment Technology Group, Inc.+ACI-,19.33,639449583.06,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/itg
ISBC,+ACI-Investors Bancorp, Inc.+ACI-,13.19,4009136363.61,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,200.2,377550973.8,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/itic
INVH,Invitation Homes Inc.,21.9,11369891809.8,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/invh
ITCB,Ita? CorpBanca,14.43,4929353021.58,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,15.14,97997874332.52,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/itub
JPM,J P Morgan Chase +ACY- Co,107.01,367253878121.91,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm
JPM+AF4-A,J P Morgan Chase +ACY- Co,25.16,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm+AF4-a
JPM+AF4-H,J P Morgan Chase +ACY- Co,26.45,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm+AF4-h
JXSB,Jacksonville Bancorp Inc.,33.3,60421751.1,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/jxsb
JRVR,+ACI-James River Group Holdings, Ltd.+ACI-,34.15,1015604232.35,n/a,2014,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr
JHG,Janus Henderson Group plc,32.56,6525223853.28,n/a,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/jhg
JTPY,JetPay Corporation,2.25,35265451.5,n/a,2011,Finance,Business Services,https://www.nasdaq.com/symbol/jtpy
JMP,JMP Group LLC,5.16,110737650.6,n/a,2007,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.6538,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpb
JMPD,JMP Group LLC,25,0,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpd
JLL,Jones Lang LaSalle Incorporated,167.81,7620097211.37,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/jll
KAAC,Kayne Anderson Acquisition Corp.,9.75,459860115,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kaac
KAACU,Kayne Anderson Acquisition Corp.,10.031,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kaacu
KAACW,Kayne Anderson Acquisition Corp.,0.91,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kaacw
KB,KB Financial Group Inc,55.94,22432133216.76,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/kb
KBLM,KBL Merger Corp. IV,9.85,146543375,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm
KBLMR,KBL Merger Corp. IV,0.42,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.42,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.27,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw
KRNY,Kearny Financial,13,1024964980,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny
KMPA,Kemper Corporation,25.85,0,n/a,2014,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/kmpa
KMPR,Kemper Corporation,55.4,2853998034,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/kmpr
KW,Kennedy+AC0-Wilson Holdings Inc.,17.35,2620373501.55,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/kw
KFFB,Kentucky First Federal Bancorp,8.9,75156183.5,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb
KEY,KeyCorp,19.04,20195487791.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/key
KINS,+ACI-Kingstone Companies, Inc+ACI-,16.5,176291428.5,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/kins
KFS,+ACI-Kingsway Financial Services, Inc.+ACI-,3.8,89911249,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/kfs
KNSL,+ACI-Kinsale Capital Group, Inc.+ACI-,51.41,1082049507.32,n/a,2016,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/knsl
KKR,KKR +ACY- Co. L.P.,20.61,10032956140.95,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/kkr
LTS,Ladenburg Thalmann Financial Services Inc,3.27,654927519.15,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lts
LTSL,Ladenburg Thalmann Financial Services Inc,24.5994,0,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ltsl
LSBK,+ACI-Lake Shore Bancorp, Inc.+ACI-,16.7836,102343338.1848,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk
LBAI,+ACI-Lakeland Bancorp, Inc.+ACI-,19.5,923581347,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,45.31,1145711559.84,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
LCA,+ACI-Landcadia Holdings, Inc.+ACI-,10.03,313437500,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/lca
LCAHU,+ACI-Landcadia Holdings, Inc.+ACI-,10.7,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/lcahu
LCAHW,+ACI-Landcadia Holdings, Inc.+ACI-,0.69,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/lcahw
LARK,Landmark Bancorp Inc.,29.37,120542938.56,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lark
LAZ,Lazard Ltd.,50.77,6588224440.07,n/a,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/laz
LAZY,+ACI-Lazydays Holdings, Inc.+ACI-,10.4,0,n/a,n/a,Finance,Business Services,https://www.nasdaq.com/symbol/lazy
LCNB,LCNB Corporation,19.25,193004407.75,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb
LGC,Legacy Acquisition Corp.,9.51,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lgc
LTXB,+ACI-LegacyTexas Financial Group, Inc.+ACI-,41.99,2023901665.89,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb
LM,+ACI-Legg Mason, Inc.+ACI-,38.78,3278472368.64,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/lm
LMHA,+ACI-Legg Mason, Inc.+ACI-,26.305,0,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmha
LMHB,+ACI-Legg Mason, Inc.+ACI-,24.19,0,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmhb
JBK,Lehman ABS Corporation,25,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,30.8,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,30.9975,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,13.75,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktp
LACQ,Leisure Acquisition Corp.,9.58,239500000,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq
LACQU,Leisure Acquisition Corp.,9.88,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu
LACQW,Leisure Acquisition Corp.,0.72,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw
LEJU,Leju Holdings Limited,1.44,195500105.28,n/a,2014,Finance,Real Estate,https://www.nasdaq.com/symbol/leju
TREE,+ACI-LendingTree, Inc.+ACI-,354.65,4342246646.8,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree
LX,LexinFintech Holdings Ltd.,14.2,170400000,12000000,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx
LNC,Lincoln National Corporation,70.36,15356601077.28,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/lnc
LOB,+ACI-Live Oak Bancshares, Inc.+ACI-,28.25,1128627558.5,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,12.5325,24715794.42,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live
LYG,Lloyds Banking Group Plc,3.68,66272707225.44,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg
LMFA,+ACI-LM Funding America, Inc.+ACI-,1.05,6565848.45,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
LMFAW,+ACI-LM Funding America, Inc.+ACI-,0.0904,0,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw
L,Loews Corporation,49.07,16085146000,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/l
LPLA,LPL Financial Holdings Inc.,58.41,5259312858.69,n/a,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
LBC,Luther Burbank Corporation,12.29,695198991.28,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc
MBTF,M B T Financial Corp,10.1,231985092.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf
MACQ,+ACI-M I Acquisitions, Inc.+ACI-,10.38,73269752.34,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/macq
MACQW,+ACI-M I Acquisitions, Inc.+ACI-,0.8399,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/macqw
MIII,M III Acquisition Corp.,8.96,172121600,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/miii
MIIIU,M III Acquisition Corp.,10.5753,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/miiiu
MIIIW,M III Acquisition Corp.,0.8799,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/miiiw
MTB,M+ACY-T Bank Corporation,177.51,26361892233.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb
MCBC,Macatawa Bank Corporation,10.11,343921747.47,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,16.27,102672876.28,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc
BMA,Macro Bank Inc.,106.28,7117178576.56,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bma
MGYR,+ACI-Magyar Bancorp, Inc.+ACI-,12.26,71362345.96,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
MHLA,+ACI-Maiden Holdings, Ltd.+ACI-,17.94,0,n/a,2016,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/mhla
MHLD,+ACI-Maiden Holdings, Ltd.+ACI-,6.3,522946311.3,n/a,n/a,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/mhld
MHNC,+ACI-Maiden Holdings, Ltd.+ACI-,19.68,0,n/a,2013,Finance,Property+AC0-Casualty Insurers,https://www.nasdaq.com/symbol/mhnc
MSFG,+ACI-MainSource Financial Group, Inc.+ACI-,36.88,944301409.76,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/msfg
MLVF,+ACI-Malvern Bancorp, Inc.+ACI-,25.3,166288905.2,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/mlvf
MN,+ACI-Manning +ACY- Napier, Inc.+ACI-,3.55,54185655.75,n/a,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/mn
MFC,Manulife Financial Corp,18.57,36813796148.82,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/mfc
